OCC_CODE1,OCC_CODE2,OCC_TITLE,TOT_EMP,A_MEAN,,
29,1151,Nurse Anesthetists,34180,154390,,
29,1160,Nurse Midwives,5710,91070,,
29,1161,Nurse Midwives,5710,91070,,
29,1170,Nurse Practitioners,105780,91450,,
29,1171,Nurse Practitioners,105780,91450,,
29,1180,Audiologists,12060,72890,,
29,1181,Audiologists,12060,72890,,
29,1190,Miscellaneous Health Diagnosing and Treating Practitioners,30590,85740,,
29,1199,"Health Diagnosing and Treating Practitioners, All Other",30590,85740,,
29,2000,Health Technologists and Technicians,2827170,43930,,
29,2010,Clinical Laboratory Technologists and Technicians,318620,49070,,
29,2011,Medical and Clinical Laboratory Technologists,160700,58640,,
29,2012,Medical and Clinical Laboratory Technicians,157920,39340,,
29,2020,Dental Hygienists,190290,70700,,
29,2021,Dental Hygienists,190290,70700,,
29,2030,Diagnostic Related Technologists and Technicians,353060,59170,,
29,2031,Cardiovascular Technologists and Technicians,50530,53050,,
29,2032,Diagnostic Medical Sonographers,57700,66360,,
29,2033,Nuclear Medicine Technologists,20480,70840,,
29,2034,Radiologic Technologists,194790,56450,,
29,2035,Magnetic Resonance Imaging Technologists,29560,65410,,
29,2040,Emergency Medical Technicians and Paramedics,232860,34370,,
29,2041,Emergency Medical Technicians and Paramedics,232860,34370,,
29,2050,Health Practitioner Support Technologists and Technicians,668870,33240,,
29,2051,Dietetic Technicians,24660,28680,,
29,2052,Pharmacy Technicians,353340,30430,,
29,2053,Psychiatric Technicians,67760,33140,,
29,2054,Respiratory Therapy Technicians,13460,47510,,
29,2055,Surgical Technologists,97150,43480,,
29,2056,Veterinary Technologists and Technicians,83350,31470,,
29,2057,Ophthalmic Medical Technicians,29170,35590,,
29,2060,Licensed Practical and Licensed Vocational Nurses,718800,42400,,
29,2061,Licensed Practical and Licensed Vocational Nurses,718800,42400,,
29,2070,Medical Records and Health Information Technicians,182370,36770,,
29,2071,Medical Records and Health Information Technicians,182370,36770,,
29,2080,"Opticians, Dispensing",64930,35010,,
29,2081,"Opticians, Dispensing",64930,35010,,
29,2090,Miscellaneous Health Technologists and Technicians,97380,46590,,
29,2091,Orthotists and Prosthetists,7890,69960,,
29,2092,Hearing Aid Specialists,4980,46780,,
29,2099,"Health Technologists and Technicians, All Other",84510,44400,,
29,9000,Other Healthcare Practitioners and Technical Occupations,142410,57960,,
29,9010,Occupational Health and Safety Specialists and Technicians,71500,65000,,
29,9011,Occupational Health and Safety Specialists,59610,67960,,
29,9012,Occupational Health and Safety Technicians,11890,50150,,
29,9090,Miscellaneous Health Practitioners and Technical Workers,70910,50860,,
29,9091,Athletic Trainers,20780,44010,,
29,9092,Genetic Counselors,2000,55820,,
29,9099,"Healthcare Practitioners and Technical Workers, All Other",48130,53610,,
31,0,Healthcare Support Occupations,3915460,27780,,
31,1000,"Nursing, Psychiatric, and Home Health Aides",2391750,24320,,
31,1010,"Nursing, Psychiatric, and Home Health Aides",2391750,24320,,
31,1011,Home Health Aides,839930,21830,,
31,1013,Psychiatric Aides,77880,26680,,
31,1014,Nursing Assistants,1420020,25620,,
31,1015,Orderlies,53920,25700,,
31,2000,Occupational Therapy and Physical Therapist Assistants and Aides,155970,42920,,
31,2010,Occupational Therapy Assistants and Aides,37460,48160,,
31,2011,Occupational Therapy Assistants,29500,53090,,
31,2012,Occupational Therapy Aides,7950,29870,,
31,2020,Physical Therapist Assistants and Aides,118510,41260,,
31,2021,Physical Therapist Assistants,69810,52320,,
31,2022,Physical Therapist Aides,48700,25410,,
31,9000,Other Healthcare Support Occupations,1367740,32100,,
31,9010,Massage Therapists,71040,40350,,
31,9011,Massage Therapists,71040,40350,,
31,9090,Miscellaneous Healthcare Support Occupations,1296700,31640,,
31,9091,Dental Assistants,300160,35080,,
31,9092,Medical Assistants,553140,30550,,
31,9093,Medical Equipment Preparers,50230,32260,,
31,9094,Medical Transcriptionists,74810,34650,,
31,9095,Pharmacy Aides,42600,23460,,
31,9096,Veterinary Assistants and Laboratory Animal Caretakers,71500,24740,,
31,9097,Phlebotomists,100380,30910,,
31,9099,"Healthcare Support Workers, All Other",103890,33880,,
33,0,Protective Service Occupations,3207790,43050,,
33,1000,Supervisors of Protective Service Workers,266920,68170,,
33,1010,First,Line Supervisors of Law Enforcement Workers,144680,75530,
33,1011,First,Line Supervisors of Correctional Officers,44830,60970,
33,1012,First,Line Supervisors of Police and Detectives,99860,82060,
33,1020,First,Line Supervisors of Fire Fighting and Prevention Workers,60600,71190,
33,1021,First,Line Supervisors of Fire Fighting and Prevention Workers,60600,71190,
33,1090,"Miscellaneous First,Line Supervisors, Protective Service Workers",61640,47940,,
33,1099,"First,Line Supervisors of Protective Service Workers, All Other",61640,47940,,
33,2000,Fire Fighting and Prevention Workers,311360,48180,,
33,2010,Firefighters,297700,47850,,
33,2011,Firefighters,297700,47850,,
33,2020,Fire Inspectors,13660,55350,,
33,2021,Fire Inspectors and Investigators,11860,57400,,
33,2022,Forest Fire Inspectors and Prevention Specialists,1800,41860,,
33,3000,Law Enforcement Workers,1212010,54040,,
33,3010,"Bailiffs, Correctional Officers, and Jailers",451100,43410,,
33,3011,Bailiffs,16240,39840,,
33,3012,Correctional Officers and Jailers,434870,43550,,
33,3020,Detectives and Criminal Investigators,109230,77860,,
33,3021,Detectives and Criminal Investigators,109230,77860,,
33,3030,Fish and Game Wardens,6320,49400,,
33,3031,Fish and Game Wardens,6320,49400,,
33,3040,Parking Enforcement Workers,9210,36810,,
33,3041,Parking Enforcement Workers,9210,36810,,
33,3050,Police Officers,636140,57770,,
33,3051,Police and Sheriff's Patrol Officers,632000,57770,,
33,3052,Transit and Railroad Police,4140,57880,,
33,9000,Other Protective Service Workers,1417510,27790,,
33,9010,Animal Control Workers,13890,33470,,
33,9011,Animal Control Workers,13890,33470,,
33,9020,Private Detectives and Investigators,23390,50780,,
33,9021,Private Detectives and Investigators,23390,50780,,
33,9030,Security Guards and Gaming Surveillance Officers,1055580,27290,,
33,9031,Gaming Surveillance Officers and Gaming Investigators,9150,32040,,
33,9032,Security Guards,1046420,27240,,
33,9090,Miscellaneous Protective Service Workers,324650,27530,,
33,9091,Crossing Guards,70390,26160,,
33,9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",125770,20720,,
33,9093,Transportation Security Screeners,47200,37130,,
33,9099,"Protective Service Workers, All Other",81290,33680,,
35,0,Food Preparation and Serving Related Occupations,11546880,21380,,
35,1000,Supervisors of Food Preparation and Serving Workers,914970,33390,,
35,1010,Supervisors of Food Preparation and Serving Workers,914970,33390,,
35,1011,Chefs and Head Cooks,97370,46570,,
35,1012,First,Line Supervisors of Food Preparation and Serving Workers,817600,31820,
35,2000,Cooks and Food Preparation Workers,2870010,21890,,
35,2010,Cooks,2084640,22260,,
35,2011,"Cooks, Fast Food",504740,18780,,
35,2012,"Cooks, Institution and Cafeteria",395280,24340,,
35,2013,"Cooks, Private Household",540,27840,,
35,2014,"Cooks, Restaurant",1000710,23300,,
35,2015,"Cooks, Short Order",162320,21240,,
35,2019,"Cooks, All Other",21050,25310,,
35,2020,Food Preparation Workers,785370,20910,,
35,2021,Food Preparation Workers,785370,20910,,
35,3000,Food and Beverage Serving Workers,6485990,19840,,
35,3010,Bartenders,538220,21630,,
35,3011,Bartenders,538220,21630,,
35,3020,Fast Food and Counter Workers,3378030,18810,,
35,3021,"Combined Food Preparation and Serving Workers, Including Fast Food",2943810,18720,,
35,3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",434220,19430,,
35,3030,Waiters and Waitresses,2332020,20710,,
35,3031,Waiters and Waitresses,2332020,20710,,
35,3040,"Food Servers, Nonrestaurant",237740,22010,,
35,3041,"Food Servers, Nonrestaurant",237740,22010,,
35,9000,Other Food Preparation and Serving Related Workers,1275900,19470,,
35,9010,Dining Room and Cafeteria Attendants and Bartender Helpers,395750,19690,,
35,9011,Dining Room and Cafeteria Attendants and Bartender Helpers,395750,19690,,
35,9020,Dishwashers,501910,18930,,
35,9021,Dishwashers,501910,18930,,
35,9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",341400,19570,,
35,9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",341400,19570,,
35,9090,Miscellaneous Food Preparation and Serving Related Workers,36850,23390,,
35,9099,"Food Preparation and Serving Related Workers, All Other",36850,23390,,
37,0,Building and Grounds Cleaning and Maintenance Occupations,4246260,25670,,
37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,269700,40500,,
37,1010,First,Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,269700,40500,
37,1011,First,Line Supervisors of Housekeeping and Janitorial Workers,170690,37830,
37,1012,"First,Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",99010,45100,,
37,2000,Building Cleaning and Pest Control Workers,3067210,24130,,
37,2010,Building Cleaning Workers,3005830,23970,,
37,2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2097380,24850,,
37,2012,Maids and Housekeeping Cleaners,894920,21820,,
37,2019,"Building Cleaning Workers, All Other",13530,29390,,
37,2020,Pest Control Workers,61380,32190,,
37,2021,Pest Control Workers,61380,32190,,
37,3000,Grounds Maintenance Workers,909350,26460,,
37,3010,Grounds Maintenance Workers,909350,26460,,
37,3011,Landscaping and Groundskeeping Workers,830640,25870,,
37,3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",23650,32000,,
37,3013,Tree Trimmers and Pruners,39750,33850,,
37,3019,"Grounds Maintenance Workers, All Other",15300,30620,,
39,0,Personal Care and Service Occupations,3810750,24550,,
39,1000,Supervisors of Personal Care and Service Workers,174450,39740,,
39,1010,First,Line Supervisors of Gaming Workers,32490,46010,
39,1011,Gaming Supervisors,24760,49700,,
39,1012,Slot Supervisors,7730,34200,,
39,1020,First,Line Supervisors of Personal Service Workers,141960,38300,
39,1021,First,Line Supervisors of Personal Service Workers,141960,38300,
39,2000,Animal Care and Service Workers,161310,22920,,
39,2010,Animal Trainers,11170,30340,,
39,2011,Animal Trainers,11170,30340,,
39,2020,Nonfarm Animal Caretakers,150140,22370,,
39,2021,Nonfarm Animal Caretakers,150140,22370,,
39,3000,Entertainment Attendants and Related Workers,530880,21280,,
39,3010,Gaming Services Workers,123860,23080,,
39,3011,Gaming Dealers,98310,22410,,
39,3012,Gaming and Sports Book Writers and Runners,12710,24790,,
39,3019,"Gaming Service Workers, All Other",12850,26500,,
39,3020,Motion Picture Projectionists,8030,21600,,
39,3021,Motion Picture Projectionists,8030,21600,,
39,3030,"Ushers, Lobby Attendants, and Ticket Takers",106860,20320,,
39,3031,"Ushers, Lobby Attendants, and Ticket Takers",106860,20320,,
39,3090,Miscellaneous Entertainment Attendants and Related Workers,292130,20870,,
39,3091,Amusement and Recreation Attendants,256400,20020,,
39,3092,Costume Attendants,5660,44830,,
39,3093,"Locker Room, Coatroom, and Dressing Room Attendants",19190,21390,,
39,3099,"Entertainment Attendants and Related Workers, All Other",10890,27400,,
39,4000,Funeral Service Workers,60000,36820,,
39,4010,Embalmers,5040,43680,,
39,4011,Embalmers,5040,43680,,
39,4020,Funeral Attendants,31890,24250,,
39,4021,Funeral Attendants,31890,24250,,
39,4030,"Morticians, Undertakers, and Funeral Directors",23070,52690,,
39,4031,"Morticians, Undertakers, and Funeral Directors",23070,52690,,
39,5000,Personal Appearance Workers,478160,26370,,
39,5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",368500,26820,,
39,5011,Barbers,12590,27520,,
39,5012,"Hairdressers, Hairstylists, and Cosmetologists",355910,26790,,
39,5090,Miscellaneous Personal Appearance Workers,109660,24890,,
39,5091,"Makeup Artists, Theatrical and Performance",1950,67580,,
39,5092,Manicurists and Pedicurists,62330,21440,,
39,5093,Shampooers,13570,18600,,
39,5094,Skincare Specialists,31810,31720,,
39,6000,"Baggage Porters, Bellhops, and Concierges",66360,25510,,
39,6010,"Baggage Porters, Bellhops, and Concierges",66360,25510,,
39,6011,Baggage Porters and Bellhops,40480,23090,,
39,6012,Concierges,25880,29310,,
39,7000,Tour and Travel Guides,35480,27440,,
39,7010,Tour and Travel Guides,35480,27440,,
39,7011,Tour Guides and Escorts,31270,26280,,
39,7012,Travel Guides,4210,36060,,
39,9000,Other Personal Care and Service Workers,2304120,23490,,
39,9010,Childcare Workers,624520,21310,,
39,9011,Childcare Workers,624520,21310,,
39,9020,Personal Care Aides,985230,20830,,
39,9021,Personal Care Aides,985230,20830,,
39,9030,Recreation and Fitness Workers,543800,30370,,
39,9031,Fitness Trainers and Aerobics Instructors,234070,36900,,
39,9032,Recreation Workers,309730,25430,,
39,9040,Residential Advisors,83760,26470,,
39,9041,Residential Advisors,83760,26470,,
39,9090,Miscellaneous Personal Care and Service Workers,66810,23420,,
39,9099,"Personal Care and Service Workers, All Other",66810,23420,,
41,0,Sales and Related Occupations,13835090,37990,,
41,1000,Supervisors of Sales Workers,1457580,47820,,
41,1010,First,Line Supervisors of Sales Workers,1457580,47820,
41,1011,First,Line Supervisors of Retail Sales Workers,1214170,40910,
41,1012,First,Line Supervisors of Non,Retail Sales Workers,243420,82320
41,2000,Retail Sales Workers,8326900,23610,,
41,2010,Cashiers,3335980,20410,,
41,2011,Cashiers,3314010,20370,,
41,2012,Gaming Change Persons and Booth Cashiers,21970,25740,,
41,2020,Counter and Rental Clerks and Parts Salespersons,650920,28720,,
41,2021,Counter and Rental Clerks,432650,26900,,
41,2022,Parts Salespersons,218270,32320,,
41,2030,Retail Salespersons,4340000,25310,,
41,2031,Retail Salespersons,4340000,25310,,
41,3000,"Sales Representatives, Services",1549470,68580,,
41,3010,Advertising Sales Agents,145500,57270,,
41,3011,Advertising Sales Agents,145500,57270,,
41,3020,Insurance Sales Agents,336740,63400,,
41,3021,Insurance Sales Agents,336740,63400,,
41,3030,"Securities, Commodities, and Financial Services Sales Agents",330470,100910,,
41,3031,"Securities, Commodities, and Financial Services Sales Agents",330470,100910,,
41,3040,Travel Agents,64680,36970,,
41,3041,Travel Agents,64680,36970,,
41,3090,"Miscellaneous Sales Representatives, Services",672080,60770,,
41,3099,"Sales Representatives, Services, All Other",672080,60770,,
41,4000,"Sales Representatives, Wholesale and Manufacturing",1778860,68690,,
41,4010,"Sales Representatives, Wholesale and Manufacturing",1778860,68690,,
41,4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",364830,85690,,
41,4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1414030,64300,,
41,9000,Other Sales and Related Workers,722280,42670,,
41,9010,"Models, Demonstrators, and Product Promoters",77500,28060,,
41,9011,Demonstrators and Product Promoters,73170,28180,,
41,9012,Models,4330,26110,,
41,9020,Real Estate Brokers and Sales Agents,199830,57210,,
41,9021,Real Estate Brokers,37270,80220,,
41,9022,Real Estate Sales Agents,162560,51930,,
41,9030,Sales Engineers,65410,99290,,
41,9031,Sales Engineers,65410,99290,,
41,9040,Telemarketers,245550,25570,,
41,9041,Telemarketers,245550,25570,,
41,9090,Miscellaneous Sales and Related Workers,134000,33160,,
41,9091,"Door,to,Door Sales Workers, News and Street Vendors, and Related Workers",6650,26380,,
41,9099,"Sales and Related Workers, All Other",127350,33510,,
43,0,Office and Administrative Support Occupations,21355350,34410,,
43,1000,Supervisors of Office and Administrative Support Workers,1359150,52830,,
43,1010,First,Line Supervisors of Office and Administrative Support Workers,1359150,52830,
43,1011,First,Line Supervisors of Office and Administrative Support Workers,1359150,52830,
43,2000,Communications Equipment Operators,139000,27760,,
43,2010,"Switchboard Operators, Including Answering Service",125490,26860,,
43,2011,"Switchboard Operators, Including Answering Service",125490,26860,,
43,2020,Telephone Operators,10710,34670,,
43,2021,Telephone Operators,10710,34670,,
43,2090,Miscellaneous Communications Equipment Operators,2800,41530,,
43,2099,"Communications Equipment Operators, All Other",2800,41530,,
43,3000,Financial Clerks,3324780,34420,,
43,3010,Bill and Account Collectors,385890,34320,,
43,3011,Bill and Account Collectors,385890,34320,,
43,3020,Billing and Posting Clerks,490850,34540,,
43,3021,Billing and Posting Clerks,490850,34540,,
43,3030,"Bookkeeping, Accounting, and Auditing Clerks",1606260,36640,,
43,3031,"Bookkeeping, Accounting, and Auditing Clerks",1606260,36640,,
43,3040,Gaming Cage Workers,18230,26070,,
43,3041,Gaming Cage Workers,18230,26070,,
43,3050,Payroll and Timekeeping Clerks,172740,38880,,
43,3051,Payroll and Timekeeping Clerks,172740,38880,,
43,3060,Procurement Clerks,69750,38340,,
43,3061,Procurement Clerks,69750,38340,,
43,3070,Tellers,541770,25790,,
43,3071,Tellers,541770,25790,,
43,3090,Miscellaneous Financial Clerks,39290,39580,,
43,3099,"Financial Clerks, All Other",39290,39580,,
43,4000,Information and Record Clerks,5240790,31940,,
43,4010,Brokerage Clerks,61870,44390,,
43,4011,Brokerage Clerks,61870,44390,,
43,4020,Correspondence Clerks,10150,36920,,
43,4021,Correspondence Clerks,10150,36920,,
43,4030,"Court, Municipal, and License Clerks",122710,36950,,
43,4031,"Court, Municipal, and License Clerks",122710,36950,,
43,4040,"Credit Authorizers, Checkers, and Clerks",51650,35680,,
43,4041,"Credit Authorizers, Checkers, and Clerks",51650,35680,,
43,4050,Customer Service Representatives,2299750,33110,,
43,4051,Customer Service Representatives,2299750,33110,,
43,4060,"Eligibility Interviewers, Government Programs",130340,41060,,
43,4061,"Eligibility Interviewers, Government Programs",130340,41060,,
43,4070,File Clerks,158580,28030,,
43,4071,File Clerks,158580,28030,,
43,4080,"Hotel, Motel, and Resort Desk Clerks",229000,21960,,
43,4081,"Hotel, Motel, and Resort Desk Clerks",229000,21960,,
43,4110,"Interviewers, Except Eligibility and Loan",196660,31270,,
43,4111,"Interviewers, Except Eligibility and Loan",196660,31270,,
43,4120,"Library Assistants, Clerical",104030,25680,,
43,4121,"Library Assistants, Clerical",104030,25680,,
43,4130,Loan Interviewers and Clerks,192010,36180,,
43,4131,Loan Interviewers and Clerks,192010,36180,,
43,4140,New Accounts Clerks,55320,32950,,
43,4141,New Accounts Clerks,55320,32950,,
43,4150,Order Clerks,208800,31280,,
43,4151,Order Clerks,208800,31280,,
43,4160,"Human Resources Assistants, Except Payroll and Timekeeping",139200,38340,,
43,4161,"Human Resources Assistants, Except Payroll and Timekeeping",139200,38340,,
43,4170,Receptionists and Information Clerks,966150,27050,,
43,4171,Receptionists and Information Clerks,966150,27050,,
43,4180,Reservation and Transportation Ticket Agents and Travel Clerks,135930,33580,,
43,4181,Reservation and Transportation Ticket Agents and Travel Clerks,135930,33580,,
43,4190,Miscellaneous Information and Record Clerks,178650,37750,,
43,4199,"Information and Record Clerks, All Other",178650,37750,,
43,5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",3830120,32310,,
43,5010,Cargo and Freight Agents,78750,42310,,
43,5011,Cargo and Freight Agents,78750,42310,,
43,5020,Couriers and Messengers,76830,27020,,
43,5021,Couriers and Messengers,76830,27020,,
43,5030,Dispatchers,280530,38300,,
43,5031,"Police, Fire, and Ambulance Dispatchers",95640,38010,,
43,5032,"Dispatchers, Except Police, Fire, and Ambulance",184890,38450,,
43,5040,"Meter Readers, Utilities",39530,38510,,
43,5041,"Meter Readers, Utilities",39530,38510,,
43,5050,Postal Service Workers,509030,51070,,
43,5051,Postal Service Clerks,69310,50460,,
43,5052,Postal Service Mail Carriers,305490,52220,,
43,5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",134230,48750,,
43,5060,"Production, Planning, and Expediting Clerks",278490,45450,,
43,5061,"Production, Planning, and Expediting Clerks",278490,45450,,
43,5070,"Shipping, Receiving, and Traffic Clerks",690780,30700,,
43,5071,"Shipping, Receiving, and Traffic Clerks",690780,30700,,
43,5080,Stock Clerks and Order Fillers,1806310,24440,,
43,5081,Stock Clerks and Order Fillers,1806310,24440,,
43,5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",69870,29750,,
43,5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",69870,29750,,
43,6000,Secretaries and Administrative Assistants,3615090,37780,,
43,6010,Secretaries and Administrative Assistants,3615090,37780,,
43,6011,Executive Secretaries and Executive Administrative Assistants,803040,50220,,
43,6012,Legal Secretaries,216730,44380,,
43,6013,Medical Secretaries,509640,32670,,
43,6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2085680,33560,,
43,9000,Other Office and Administrative Support Workers,3846420,30410,,
43,9010,Computer Operators,71560,39720,,
43,9011,Computer Operators,71560,39720,,
43,9020,Data Entry and Information Processing Workers,303840,31430,,
43,9021,Data Entry Keyers,207280,29220,,
43,9022,Word Processors and Typists,96560,36190,,
43,9030,Desktop Publishers,15960,39040,,
43,9031,Desktop Publishers,15960,39040,,
43,9040,Insurance Claims and Policy Processing Clerks,226260,37300,,
43,9041,Insurance Claims and Policy Processing Clerks,226260,37300,,
43,9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",102410,28140,,
43,9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",102410,28140,,
43,9060,"Office Clerks, General",2808100,29270,,
43,9061,"Office Clerks, General",2808100,29270,,
43,9070,"Office Machine Operators, Except Computer",66820,29580,,
43,9071,"Office Machine Operators, Except Computer",66820,29580,,
43,9080,Proofreaders and Copy Markers,11300,35110,,
43,9081,Proofreaders and Copy Markers,11300,35110,,
43,9110,Statistical Assistants,14870,41010,,
43,9111,Statistical Assistants,14870,41010,,
43,9190,Miscellaneous Office and Administrative Support Workers,225310,33070,,
43,9199,"Office and Administrative Support Workers, All Other",225310,33070,,
45,0,"Farming, Fishing, and Forestry Occupations",427670,24230,,
45,1000,"Supervisors of Farming, Fishing, and Forestry Workers",19340,46410,,
45,1010,"First,Line Supervisors of Farming, Fishing, and Forestry Workers",19340,46410,,
45,1011,"First,Line Supervisors of Farming, Fishing, and Forestry Workers",19340,46410,,
45,2000,Agricultural Workers,365760,21920,,
45,2010,Agricultural Inspectors,13570,42460,,
45,2011,Agricultural Inspectors,13570,42460,,
45,2020,Animal Breeders,1460,37230,,
45,2021,Animal Breeders,1460,37230,,
45,2040,"Graders and Sorters, Agricultural Products",39060,20870,,
45,2041,"Graders and Sorters, Agricultural Products",39060,20870,,
45,2090,Miscellaneous Agricultural Workers,311670,21080,,
45,2091,Agricultural Equipment Operators,22820,27390,,
45,2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",253670,19990,,
45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",29570,24040,,
45,2099,"Agricultural Workers, All Other",5610,29120,,
45,3000,Fishing and Hunting Workers,610,37410,,
45,3010,Fishers and Related Fishing Workers,570,36900,,
45,3011,Fishers and Related Fishing Workers,570,36900,,
45,4000,"Forest, Conservation, and Logging Workers",41960,33910,,
45,4010,Forest and Conservation Workers,7910,28600,,
45,4011,Forest and Conservation Workers,7910,28600,,
45,4020,Logging Workers,34050,35140,,
45,4021,Fallers,5150,40860,,
45,4022,Logging Equipment Operators,23240,34130,,
45,4023,Log Graders and Scalers,2770,33540,,
45,4029,"Logging Workers, All Other",2890,34650,,
47,0,Construction and Extraction Occupations,4978290,44960,,
47,1000,Supervisors of Construction and Extraction Workers,456640,63230,,
47,1010,First,Line Supervisors of Construction Trades and Extraction Workers,456640,63230,
47,1011,First,Line Supervisors of Construction Trades and Extraction Workers,456640,63230,
47,2000,Construction Trades Workers,3671980,43860,,
47,2010,Boilermakers,17660,55830,,
47,2011,Boilermakers,17660,55830,,
47,2020,"Brickmasons, Blockmasons, and Stonemasons",68420,48670,,
47,2021,Brickmasons and Blockmasons,57090,50370,,
47,2022,Stonemasons,11330,40120,,
47,2030,Carpenters,567820,44520,,
47,2031,Carpenters,567820,44520,,
47,2040,"Carpet, Floor, and Tile Installers and Finishers",66540,40590,,
47,2041,Carpet Installers,25350,40930,,
47,2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",9980,38450,,
47,2043,Floor Sanders and Finishers,4150,35640,,
47,2044,Tile and Marble Setters,27050,41820,,
47,2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",138560,39930,,
47,2051,Cement Masons and Concrete Finishers,135200,39870,,
47,2053,Terrazzo Workers and Finishers,3350,42440,,
47,2060,Construction Laborers,814470,34490,,
47,2061,Construction Laborers,814470,34490,,
47,2070,Construction Equipment Operators,393410,45510,,
47,2071,"Paving, Surfacing, and Tamping Equipment Operators",54460,40170,,
47,2072,Pile,Driver Operators,3800,55480,
47,2073,Operating Engineers and Other Construction Equipment Operators,335160,46270,,
47,2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",91180,43660,,
47,2081,Drywall and Ceiling Tile Installers,75810,42380,,
47,2082,Tapers,15370,49940,,
47,2110,Electricians,519850,53030,,
47,2111,Electricians,519850,53030,,
47,2120,Glaziers,42350,42090,,
47,2121,Glaziers,42350,42090,,
47,2130,Insulation Workers,50760,41000,,
47,2131,"Insulation Workers, Floor, Ceiling, and Wall",22540,36390,,
47,2132,"Insulation Workers, Mechanical",28220,44680,,
47,2140,Painters and Paperhangers,187790,38590,,
47,2141,"Painters, Construction and Maintenance",184330,38590,,
47,2142,Paperhangers,3460,38630,,
47,2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",383970,51480,,
47,2151,Pipelayers,43590,39970,,
47,2152,"Plumbers, Pipefitters, and Steamfitters",340370,52950,,
47,2160,Plasterers and Stucco Masons,21040,41860,,
47,2161,Plasterers and Stucco Masons,21040,41860,,
47,2170,Reinforcing Iron and Rebar Workers,15330,51140,,
47,2171,Reinforcing Iron and Rebar Workers,15330,51140,,
47,2180,Roofers,97650,38760,,
47,2181,Roofers,97650,38760,,
47,2210,Sheet Metal Workers,133420,46870,,
47,2211,Sheet Metal Workers,133420,46870,,
47,2220,Structural Iron and Steel Workers,57070,50740,,
47,2221,Structural Iron and Steel Workers,57070,50740,,
47,2230,Solar Photovoltaic Installers,4710,40620,,
47,2231,Solar Photovoltaic Installers,4710,40620,,
47,3000,"Helpers, Construction Trades",210460,28230,,
47,3010,"Helpers, Construction Trades",210460,28230,,
47,3011,"Helpers,,Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",24310,31100,,
47,3012,Helpers,,Carpenters,35870,27230
47,3013,Helpers,,Electricians,59610,28840
47,3014,"Helpers,,Painters, Paperhangers, Plasterers, and Stucco Masons",10980,26360,,
47,3015,"Helpers,,Pipelayers, Plumbers, Pipefitters, and Steamfitters",46510,28380,,
47,3016,Helpers,,Roofers,12200,25030
47,3019,"Helpers, Construction Trades, All Other",20980,27420,,
47,4000,Other Construction and Related Workers,382000,43540,,
47,4010,Construction and Building Inspectors,89280,55230,,
47,4011,Construction and Building Inspectors,89280,55230,,
47,4020,Elevator Installers and Repairers,19700,74140,,
47,4021,Elevator Installers and Repairers,19700,74140,,
47,4030,Fence Erectors,21250,32410,,
47,4031,Fence Erectors,21250,32410,,
47,4040,Hazardous Materials Removal Workers,37440,41660,,
47,4041,Hazardous Materials Removal Workers,37440,41660,,
47,4050,Highway Maintenance Workers,141180,36240,,
47,4051,Highway Maintenance Workers,141180,36240,,
47,4060,Rail,Track Laying and Maintenance Equipment Operators,16870,46200,
47,4061,Rail,Track Laying and Maintenance Equipment Operators,16870,46200,
47,4070,Septic Tank Servicers and Sewer Pipe Cleaners,24020,35970,,
47,4071,Septic Tank Servicers and Sewer Pipe Cleaners,24020,35970,,
47,4090,Miscellaneous Construction and Related Workers,32260,38260,,
47,4091,Segmental Pavers,1490,35740,,
47,4099,"Construction and Related Workers, All Other",30770,38380,,
47,5000,Extraction Workers,257220,44010,,
47,5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",104230,49960,,
47,5011,"Derrick Operators, Oil and Gas",21950,48740,,
47,5012,"Rotary Drill Operators, Oil and Gas",25090,56540,,
